"id"	"title"	"tagnames"	"author_id"	"body"	"node_type"	"parent_id"	"abs_parent_id"	"added_at"	"score"	"state_string"	"last_edited_id"	"last_activity_by_id"	"last_activity_at"	"active_revision_id"	"extra"	"extra_ref_id"	"extra_count"	"marked"
"8002454"	""	"cs387 "	"100067915"	"<p>I thought I would put in a plug for PyScripter here.  It's a lightweight IDE, but it gets the job done.  If you're already using eclipse, PyDev seems like a good option, but if not, I would suggest trying PyScripter.</p>"	"answer"	"8002383"	"8002383"	"2012-05-03 19:26:52.757736+00"	"0"	""	"\N"	"100067915"	"2012-05-03 19:26:52.757736+00"	"8003404"	"\N"	"\N"	"0"	"f"
"8003044"	""	"cs387 "	"100014854"	"<p>Well, I think the deadline for this challenge is pretty rough, so I hope we can discuss approaches to solve some of the harder messages other than the ones given by the hints.</p>
<p>I've solved 11 messages, I think the easiest ones, and I'm looking for ideas to attack the rest of the messages. I've implemented Wiener's attack: <a href=""http://en.wikipedia.org/wiki/Wiener%27s_Attack"" rel=""nofollow"">http://en.wikipedia.org/wiki/Wiener%27s_Attack</a> but I didn't find any private key, I guess they're all larger than 1/3 * n^1/4</p>
<p>Any ideas on what else to try?</p>"	"answer"	"8002814"	"8002814"	"2012-05-11 14:12:51.278418+00"	"3"	""	"\N"	"100052626"	"2012-05-17 16:16:50.096709+00"	"8004655"	"\N"	"\N"	"0"	"f"
"8004369"	""	"cs387 "	"100070820"	"<p>The OTP depends on a random choice of key among all possible keys. How the individual keys are generated is irrelevant. You can change the question to be one were the chosen key is the outcome of a random (but possibly bias) bit generator. But that would contradict what is in the first paragraph.</p>"	"answer"	"8004358"	"8004358"	"2012-05-30 04:24:36.536401+00"	"0"	""	"\N"	"100070820"	"2012-05-30 04:24:36.536401+00"	"8006594"	"\N"	"\N"	"0"	"f"
"8003555"	""	"cs387 "	"100071718"	"<p>I sure hope these are safe...</p>
<pre><code>mint.com -&gt; VeriSign Class 3 Extended Validation -&gt; VeriSign Class 3 G5
lastpass.com -&gt; thawte Extended Validation -&gt; thawte Primary Root
</code></pre>
<p>And typing <a href=""https://ebay.com"" rel=""nofollow"">https://ebay.com</a> in chrome leads me to a warning page that the certificate and url don't match:</p>
<pre><code><a href=""https://ebay.com"" rel=""nofollow"">https://ebay.com</a> -&gt; spages.half.ebay.com -&gt; VeriSign Class 3 Secure Server -&gt; VeriSign Class 3 Public Primary Certification -&gt; Class 3 Public Primary Certification Authority
</code></pre>"	"answer"	"8003507"	"8003507"	"2012-05-15 15:05:28.709313+00"	"0"	""	"\N"	"100000573"	"2012-05-15 16:22:05.165494+00"	"8005434"	"\N"	"\N"	"0"	"f"
"8003818"	""	"cs387 "	"100078168"	"<p>The only information sent to the server at this point is the IP Address, MAC address?, ciphers and hash that the client can use.  This may be enough for the server to guess the client's identity based on a guess, but certainly no server software in its right mind will assume someone who sends this unencrypted sniffable information is necessarily the same person.</p>"	"answer"	"8003491"	"8003491"	"2012-05-19 00:15:40.766384+00"	"0"	""	"\N"	"100011713"	"2012-05-20 17:41:51.268019+00"	"8005814"	"\N"	"\N"	"0"	"f"
"10003085"	""	"st101 "	"100045976"	"<p>I think its 1/3 since I have got only 3 genuine choices here</p>"	"answer"	"10003081"	"10003081"	"2012-07-02 04:47:10.086375+00"	"0"	""	"\N"	"100045976"	"2012-07-02 04:47:10.086375+00"	"10003987"	"\N"	"\N"	"0"	"f"
"6981"	"Unit 1 Availability"	"cs101 unit_1_available"	"100003205"	"<p>I am not sure is this was covered or not but once unit 2 has begun, will unit one be available to view for reference?</p>"	"question"	"\N"	"\N"	"2012-02-27 06:42:28.164735+00"	"1"	""	"\N"	"100001054"	"2012-02-27 15:32:13.654543+00"	"9075"	"\N"	"\N"	"131"	"f"
"7882"	"Unit 2 question 11 is broken"	"cs101 question"	"100000613"	"<p>when you choose the third option it tells you they're all wrong but if you leave it blank it tells you to choose the third option.</p>"	"question"	"\N"	"\N"	"2012-02-28 01:50:24.288978+00"	"0"	""	"27969"	"100008523"	"2012-02-28 02:35:03.913735+00"	"10185"	"\N"	"\N"	"127"	"f"
"8529"	"python interpreter"	"cs101 interpreter"	"100003842"	"<p>what is python interpreter how it will works</p>"	"question"	"\N"	"\N"	"2012-02-28 12:47:00.175662+00"	"0"	""	"\N"	"100004093"	"2012-02-28 12:48:58.985375+00"	"10970"	"\N"	"\N"	"121"	"f"
"9175"	"Video link broken (U2 - 29)"	"cs101 problem"	"100003867"	"<p>Good day, the video for section 29 in unit 2 (No Links) is broken and won't load</p>
<p>Thanks</p>"	"question"	"\N"	"\N"	"2012-02-28 19:52:41.469665+00"	"0"	""	"\N"	"100003867"	"2012-02-28 19:56:50.448923+00"	"11799"	"\N"	"\N"	"142"	"f"
"2709"	"Homework #1 Is Live"	"cs101 homework unit-1"	"100008243"	"<p>The first homework assignment is now live on the site and available with the regular videos!</p>"	"question"	"\N"	"\N"	"2012-02-23 08:41:59.355677+00"	"3"	""	"10348"	"100000624"	"2012-02-23 09:13:42.825088+00"	"3465"	"\N"	"\N"	"377"	"f"
"9040"	"Recursion for Exercise 2.25"	"cs101 recursion"	"100006979"	"<p>I'm sure many people know that the factorial exercise would be better performed using a recursive function. Is recursion going to be covered at all in this course?</p>"	"question"	"\N"	"\N"	"2012-02-28 18:36:41.452593+00"	"2"	""	"\N"	"100001370"	"2012-02-28 19:13:38.622225+00"	"11629"	"\N"	"\N"	"234"	"f"
"1737"	"2nd class for extracting links"	"cs101 class"	"100001062"	"<p>plz tell me when will the 2nd class start </p>
<p>i stick my eyes every hour for it</p>"	"question"	"\N"	"\N"	"2012-02-22 15:54:04.112911+00"	"1"	""	"\N"	"100002517"	"2012-02-27 17:29:42.867543+00"	"2245"	"\N"	"\N"	"468"	"f"
"10148"	"python interpreter"	"cs101 python"	"100001369"	"<p>I would like to find an interpreter that works similar to the web based interface, any ideas?</p>
<p>i am on a mac</p>"	"question"	"\N"	"\N"	"2012-02-29 07:15:32.440421+00"	"0"	""	"\N"	"100003824"	"2012-02-29 09:45:51.041264+00"	"13014"	"\N"	"\N"	"245"	"f"
"7350"	"How is called the table where the teacher is writing, or how to find it to buy."	"cs101 table"	"100003358"	""	"question"	"\N"	"\N"	"2012-02-27 19:11:28.790407+00"	"0"	""	"\N"	"100003856"	"2012-02-28 15:36:38.57886+00"	"9526"	"\N"	"\N"	"273"	"f"
"20523"	"HW2.5 ,n = any positive integer?"	"cs101 homework"	"100003355"	"<p>For English is my second language,does it means n can equals infinite number?</p>"	"question"	"\N"	"\N"	"2012-03-06 01:12:19.101995+00"	"0"	"(closed)"	"68067"	"100003355"	"2012-03-06 06:39:35.318924+00"	"26972"	"\N"	"\N"	"130"	"t"
"8344"	"Problem on Unit 2, part 29"	"m-48713767 unit2-29 cs101"	"100004561"	"<p>Hi,</p>
<p>It seems that part 29 of the Unit 2 is broken. Please fix it.</p>
<p>Thanks<br>
Carlos</p>"	"question"	"\N"	"\N"	"2012-02-28 08:52:25.073899+00"	"0"	"(closed)"	"100076934"	"100004561"	"2012-02-28 10:25:06.077756+00"	"100013402"	"\N"	"\N"	"280"	"t"
"11790"	"What is a cpage?"	"cs101 cpage"	"100004768"	"<p>What is a cpage</p>"	"question"	"\N"	"\N"	"2012-03-01 02:27:18.892102+00"	"0"	""	"38536"	"100008283"	"2012-03-01 03:36:38.875245+00"	"15136"	"\N"	"\N"	"95"	"f"
"4159"	"Marked like not answered"	"cs101 answer quiz"	"100002235"	"<p>i answer a quiz and it's correct, i click next and see the explanation, the video ends and an orange circle on the right appear not a green mark.</p>"	"question"	"\N"	"\N"	"2012-02-24 04:00:59.614987+00"	"0"	"(closed)"	"20302"	"100002235"	"2012-02-25 15:03:56.157266+00"	"5369"	"\N"	"\N"	"228"	"t"
"7319"	"Unit 1 HW9"	"cs101 unit1 homework9"	"100002166"	"<p>The output of my program is a string. But it must be a number, mustn't it?</p>"	"question"	"\N"	"\N"	"2012-02-27 17:08:51.617286+00"	"0"	""	"\N"	"100003530"	"2012-02-27 22:42:44.519863+00"	"9484"	"\N"	"\N"	"489"	"f"
"1577"	"Posts in forum appear blank?"	"cs101 question posts"	"100001004"	"<p>How come I can't see my own posts in here? they come out blank, I am logged in.</p>"	"question"	"\N"	"\N"	"2012-02-22 13:04:00.596214+00"	"0"	"(closed)"	"48667"	"100001004"	"2012-03-04 13:57:10.839712+00"	"2031"	"\N"	"\N"	"446"	"t"
"2127"	"speeding up the videos, how to??"	"cs101 video speedup"	"100001203"	"<p>Videos can be sped up as used in last semester's Database class for instance. How is it activated generically on youtube?</p>"	"question"	"\N"	"\N"	"2012-02-22 21:05:08.727698+00"	"0"	""	"\N"	"100006545"	"2012-02-25 17:26:10.795169+00"	"2745"	"\N"	"\N"	"484"	"f"
"18115"	"not making a deadline"	"cs101 hw2 homework"	"100001724"	"<p>Hi,</p>
<p>I don't know if I will be able to finish HW2 until the deadline is over. Will I be able to solve it after the deadline or will the option to send it disappear?</p>"	"question"	"\N"	"\N"	"2012-03-04 19:38:11.598966+00"	"0"	""	"\N"	"100000823"	"2012-03-04 20:10:15.833493+00"	"23718"	"\N"	"\N"	"240"	"f"
"29840"	"homework 3.4 greatest"	"cs101 greatest"	"100004082"	"<p>Can we used the default python procedure max ?</p>"	"question"	"\N"	"\N"	"2012-03-10 02:17:08.973625+00"	"0"	""	"\N"	"100008322"	"2012-03-10 09:26:20.287251+00"	"39020"	"\N"	"\N"	"168"	"f"
"8929"	"Bug Unit 2 part 29"	"m-48713767 unit2-29 cs101"	"100001353"	"<p>Video before quiz not working for me. Anybody else?</p>"	"question"	"\N"	"\N"	"2012-02-28 17:13:32.102088+00"	"0"	""	"100077513"	"100008283"	"2012-02-28 17:27:23.158367+00"	"100013558"	"\N"	"\N"	"341"	"f"
"9004628"	""	"ph100 "	"100007518"	"<p>Sounds interesting. Any pictures?</p>"	"answer"	"9004558"	"9004558"	"2012-07-15 21:02:28.044017+00"	"0"	""	"\N"	"100007518"	"2012-07-15 21:02:28.044017+00"	"9006113"	"\N"	"\N"	"0"	"f"
"9001783"	""	"ph100 "	"100088782"	"<p>I'm struggling with this...  I haven't done it yet.  It's 100 degrees Fahrenheit outside.</p>"	"answer"	"9001160"	"9001160"	"2012-06-30 23:54:42.406587+00"	"5"	"(accepted)"	"\N"	"100040769"	"2012-07-01 17:43:58.407189+00"	"9002194"	"\N"	"\N"	"0"	"t"
"9001643"	""	"ph100 "	"100031294"	"<p>The easiest and most accurate way would be to google ""sunrise time today"".<br>
That should give you the answer.</p>"	"answer"	"9001039"	"9001039"	"2012-06-30 16:37:59.021538+00"	"0"	""	"\N"	"100031294"	"2012-06-30 16:37:59.021538+00"	"9002016"	"\N"	"\N"	"0"	"f"
"9001192"	""	"ph100 "	"100025461"	"<p>mechanics will so good as a new course after this course</p>"	"answer"	"9000763"	"9000763"	"2012-06-28 22:17:14.826278+00"	"1"	""	"\N"	"100025461"	"2012-06-28 22:17:14.826278+00"	"9001380"	"\N"	"\N"	"0"	"f"
"9000127"	""	"ph100 "	"100023898"	"<p>You are correct: it should be 55,500 - 40,000 = 15,500.  Sorry for the confusion!</p>"	"answer"	"9000117"	"9000117"	"2012-06-25 21:48:43.675577+00"	"1"	""	"\N"	"100023898"	"2012-06-25 21:48:43.675577+00"	"9000156"	"\N"	"\N"	"0"	"f"
"9000006"	""	"ph100 "	"100031224"	"<p>I'm very happy.<br>
Awww Yeaaah</p>"	"answer"	"9000002"	"9000002"	"2012-06-24 21:21:58.78372+00"	"5"	""	"9000092"	"100031224"	"2012-06-24 21:22:13.529873+00"	"9000011"	"\N"	"\N"	"0"	"f"
"9004066"	""	"ph100 "	"100033022"	"<p>imgur.com is probably the fastest, easiest, and most reliable host the I have used.</p>"	"answer"	"9004062"	"9004062"	"2012-07-11 01:07:23.875484+00"	"3"	"(accepted)"	"\N"	"100019918"	"2012-07-11 07:05:42.147274+00"	"9005294"	"\N"	"\N"	"0"	"t"
"7041"	"codingissue"	"cs101 help"	"100002864"	"<p>When I code for the quizzes or the homework, only the first line appears visible. The rest do not.</p>"	"question"	"\N"	"\N"	"2012-02-27 10:16:20.218732+00"	"0"	""	"\N"	"100000351"	"2012-02-27 10:25:57.977703+00"	"9150"	"\N"	"\N"	"100"	"f"
"640"	"playing videos continuously"	"cs101 lectures playlist videos"	"100000434"	"<p>Is there any way of incorporating even a simple player with some basic functionality on the website? Having to click ""next"" every two minutes is hardly any fun.</p>"	"question"	"\N"	"\N"	"2012-02-21 18:07:38.631643+00"	"2"	""	"\N"	"100008612"	"2012-02-21 18:33:22.948349+00"	"830"	"\N"	"\N"	"268"	"f"
"8739"	"9  question homework"	"cs101 h9hpy"	"100003828"	"<p>i don't understand about this</p>"	"question"	"\N"	"\N"	"2012-02-28 15:16:29.995288+00"	"0"	""	"\N"	"100003826"	"2012-02-28 15:50:06.89717+00"	"11230"	"\N"	"\N"	"164"	"f"
"6530"	"quiz says ""Try Again""?"	"cs101 python try again ide quiz"	"100003086"	"<p>it keeps saying try again on the first python quiz. also, is the online interpreter not supposed to show the Run results? is it possible to use an ide installed on my machine instead?</p>"	"question"	"\N"	"\N"	"2012-02-26 18:46:51.023225+00"	"0"	""	"\N"	"100003121"	"2012-02-26 19:09:25.752188+00"	"8503"	"\N"	"\N"	"274"	"f"
"13494"	"Unit2.9 What does the INC procedure defined below do?"	"cs101 unit2.9"	"100005015"	"<p>I think question is incorrect, 'couse, in general procedure do NOTHING. In code N undefined.<br>
That's why my answer was NOTHING ((<br>
But if N defined, the return be N+1.</p>"	"question"	"\N"	"\N"	"2012-03-01 17:01:06.55694+00"	"0"	""	"\N"	"100005015"	"2012-03-01 17:15:54.373347+00"	"17316"	"\N"	"\N"	"55"	"f"
"3080"	"last homewrok ques"	"cs101 nearest_integer"	"100000334"	"<p>can we use if statement, despite it not being covered in first unit</p>"	"question"	"\N"	"\N"	"2012-02-23 13:40:37.150837+00"	"2"	""	"\N"	"100000794"	"2012-02-23 15:08:00.571934+00"	"3959"	"\N"	"\N"	"329"	"f"
"533"	"Would be good do a group in skype to shared comments?"	"cs101 shared all first comments skype"	"100000058"	"<p>i think that is good idea because all can shared comments</p>
<p>Skype: jame_4337</p>"	"question"	"\N"	"\N"	"2012-02-21 16:36:56.865421+00"	"0"	""	"2185"	"100000244"	"2012-02-21 16:40:50.332348+00"	"711"	"\N"	"\N"	"390"	"f"
"949"	"broken link"	"cs101 bug forum"	"100000592"	"<p>the link to hottest questions seems to be broken<br>
(at time of reporting)</p>"	"question"	"\N"	"\N"	"2012-02-21 22:42:20.78064+00"	"0"	""	"\N"	"100005995"	"2012-02-21 22:59:39.285538+00"	"1255"	"\N"	"\N"	"235"	"f"
"921"	"youtube playlist"	"cs101 youtube videos"	"100000169"	"<p>would it be possible to automatically add cs101 videos on youtube to a public playlist in order?</p>
<p>carl x</p>"	"question"	"\N"	"\N"	"2012-02-21 22:11:14.78779+00"	"2"	""	"\N"	"100007039"	"2012-02-29 00:11:57.470369+00"	"1222"	"\N"	"\N"	"512"	"f"
"9079"	"Error in 2-29 lesson?"	"m-48713767 unit2-29 cs101"	"100001796"	"<p>It looks as though the lesson for 2.29 is just a repeat of the answer review for 2.28.  Is that an error?</p>"	"question"	"\N"	"\N"	"2012-02-28 18:54:34.980897+00"	"1"	"(closed)"	"100077444"	"100001796"	"2012-02-28 19:36:04.558814+00"	"100013515"	"\N"	"\N"	"149"	"t"
"7917"	"Hello Peter, Help please!"	"cs101 help"	"100003754"	""	"question"	"\N"	"\N"	"2012-02-28 02:28:09.482041+00"	"0"	""	"28104"	"100002809"	"2012-04-03 10:31:47.728759+00"	"10239"	"\N"	"\N"	"732"	"f"
"8204"	"Print not an Output?"	"cs101 procedures"	"100006786"	"<p>Why is print considered a side effect and not an output? Aren't you still receiving information from compiling the procedure?</p>"	"question"	"\N"	"\N"	"2012-02-28 06:26:46.500132+00"	"0"	""	"\N"	"100003467"	"2012-02-28 07:03:48.542341+00"	"10568"	"\N"	"\N"	"147"	"f"
"778"	"Which IDE tool you use in Linux with Python?"	"cs101 ide"	"100000488"	"<p>Did have one?</p>"	"question"	"\N"	"\N"	"2012-02-21 19:47:15.845251+00"	"1"	""	"\N"	"100000484"	"2012-02-22 19:03:41.566699+00"	"1039"	"\N"	"\N"	"933"	"f"
"9426"	"checkboxes not showing on quizzes"	"cs101 unit2"	"100003956"	"<p>in 1st quiz of unit 2</p>"	"question"	"\N"	"\N"	"2012-02-28 22:05:33.09869+00"	"0"	""	"32254"	"100008283"	"2012-02-28 22:07:17.369618+00"	"12124"	"\N"	"\N"	"68"	"f"
"7280"	"What is the difference?"	"cs101 help"	"100003754"	"<p>n='1234'<br>
n=str (1234)</p>"	"question"	"\N"	"\N"	"2012-02-27 16:32:05.206759+00"	"2"	""	"\N"	"100000364"	"2012-02-27 20:21:25.351802+00"	"9440"	"\N"	"\N"	"301"	"f"
"1476"	"Python current version"	"cs101 python"	"100004071"	"<p>which Python version should i install?</p>"	"question"	"\N"	"\N"	"2012-02-22 11:04:31.845691+00"	"0"	""	"\N"	"100008269"	"2012-02-22 14:03:11.016464+00"	"1905"	"\N"	"\N"	"375"	"f"
"6506"	"homework results??"	"cs101 hwresult"	"100003154"	"<p>Will we know a true or possible solutions for 1st homework and when? How can we know that our solution works?</p>"	"question"	"\N"	"\N"	"2012-02-26 18:29:01.951621+00"	"0"	""	"\N"	"100008371"	"2012-02-26 23:32:35.852115+00"	"8476"	"\N"	"\N"	"181"	"f"
"6617"	"Video playback issues"	"cs101 video-playback"	"100000009"	"<p>I cannot play video numbers 23 and 26. Could it be browser specific? I am using Firefox 10.0 on OS X 10.7.<br>
Thank you for your help,</p>
<p>Harrison.</p>"	"question"	"\N"	"\N"	"2012-02-26 20:12:54.821908+00"	"0"	""	"\N"	"100000873"	"2012-02-27 00:12:33.128873+00"	"8618"	"\N"	"\N"	"136"	"f"
"14102"	"Why isn't udacity site SSL/TLS(HTTPS) enabled?"	"cs101 general"	"100005026"	"<p>Every other site with login page is https protected, why isn't udacity among them? </p>"	"question"	"\N"	"\N"	"2012-03-01 21:48:24.087428+00"	"3"	""	"\N"	"100005437"	"2012-03-01 22:57:46.840308+00"	"18140"	"\N"	"\N"	"200"	"f"
"6334"	"Yes or No Homework8"	"m-48714358 ps1-8 cs101"	"100003754"	"<p>In Unit 1, Homework 8 David said in ANY string! Did he mean to Say in A string?</p>"	"question"	"\N"	"\N"	"2012-02-26 15:11:53.296237+00"	"0"	""	"100088947"	"100000725"	"2012-02-26 15:17:39.314513+00"	"100015238"	"\N"	"\N"	"149"	"f"
"606"	"Anyone from Delhi in cs101"	"cs101 "	"100000458"	""	"question"	"\N"	"\N"	"2012-02-21 17:34:33.609601+00"	"1"	""	"\N"	"100001428"	"2012-02-23 09:56:26.252609+00"	"789"	"\N"	"\N"	"173"	"f"
"60408"	""	"cs101 "	"100006191"	"<p>Silly question, probably, but:  I prefer Bitbucket over Github.  Can I use a Bitbucket repository instead of a Github repo?  If not, is there a specific reason?  Thanks.</p>"	"answer"	"52159"	"52159"	"2012-04-09 04:33:07.827709+00"	"1"	""	"\N"	"100005361"	"2012-04-09 04:39:14.724328+00"	"79827"	"\N"	"\N"	"0"	"f"
"3498"	"question in homework1"	"cs101 homework1"	"100000592"	"<p>the last question how 2.5 has to be rounded should it be rounded to 2 or 3</p>"	"question"	"\N"	"\N"	"2012-02-23 18:37:12.490081+00"	"0"	""	"\N"	"100002059"	"2012-02-23 21:52:19.104494+00"	"4523"	"\N"	"\N"	"347"	"f"
"27862"	"can you show me sudokus to test my code ?"	"cs101 sudoku hw3.8"	"100005225"	"<p>with the examples given, the answer is correct, show me more cases to check on. i dont want to submit it yet because i could be missing some other case where the procedure is not doing correct.</p>"	"question"	"\N"	"\N"	"2012-03-08 20:01:51.045717+00"	"0"	""	"89601"	"100000990"	"2012-03-08 22:44:05.221688+00"	"36314"	"\N"	"\N"	"333"	"f"
"8401"	"bug in lecture 6 quiz unit 2"	"cs101 unit2 bug"	"100000592"	"<p>I think there might be a bug in quiz corresponding to lecture 6 in quiz 6.<br>
If the answers are written in opposite order it does not accept the answer.</p>
<p>It would be good if you look into it.</p>"	"question"	"\N"	"\N"	"2012-02-28 09:51:00.188526+00"	"0"	""	"\N"	"100003292"	"2012-02-28 12:24:07.235194+00"	"10814"	"\N"	"\N"	"174"	"f"
"2452"	"Does anyone know around how many people are taking this udacity class?"	"cs101 class"	"100000540"	"<p>just wondering how many people are taking this class.</p>"	"question"	"\N"	"\N"	"2012-02-23 03:49:12.66003+00"	"2"	""	"\N"	"100002133"	"2012-02-24 00:37:18.841949+00"	"3116"	"\N"	"\N"	"708"	"f"
"7930"	"Would 2.5 round Up to 3 or Down to 2?"	"cs101 help"	"100003754"	""	"question"	"\N"	"\N"	"2012-02-28 02:44:40.030162+00"	"0"	""	"\N"	"100002894"	"2012-02-28 18:09:30.957144+00"	"10241"	"\N"	"\N"	"1183"	"f"
"73"	"The subtitles of Introduction"	"cs101 cc subtitles"	"100000067"	"<p>I suppose the subtitles(cc) of ""cs101_ unit1 _ 00 _ I _ Introduction"" don't　correspond with what they are speaking after around 0:34, do they?</p>"	"question"	"\N"	"\N"	"2012-02-21 04:34:43.937083+00"	"2"	"(closed)"	"20256"	"100000067"	"2012-02-25 14:39:57.130481+00"	"76"	"\N"	"\N"	"356"	"t"
"11065"	"Unit 2.6 Question: ordered answer"	"cs101 unit2 question unit2.6"	"100004507"	"<p>The order should not be important for this question, don't you think?</p>"	"question"	"\N"	"\N"	"2012-02-29 20:53:50.815858+00"	"0"	""	"36870"	"100008240"	"2012-02-29 21:06:58.086955+00"	"14239"	"\N"	"\N"	"278"	"f"
"19552"	"Small error by Dave in Unit 3.2"	"cs101 unit3.2"	"100000364"	"<p>Dave made a slight error while giving the answer to Unit 3.2 the second question. The answer was 0.12 meters and Dave said ""about 120 cm"". He meant of course 12 cm. :-)</p>"	"question"	"\N"	"\N"	"2012-03-05 17:26:56.719306+00"	"0"	""	"\N"	"100003559"	"2012-03-05 18:40:55.314767+00"	"25714"	"\N"	"\N"	"196"	"f"
"9451"	"`Is it a proper way to write def?"	"cs101 proper statement def"	"100006977"	"<p>` Dear Whom It May Concern:</p>
<p>Dave the instructor of CS101 wrote:<br>
def sum (a,b):<br>
a=a+b</p>
<p>Now isn't it the proper way to write above is as follows?</p>
<p>def sum (a,b):<br>
    return a=a+b</p>
<p>Thank you,<br>
Computer Illiterate</p>"	"question"	"\N"	"\N"	"2012-02-28 22:17:50.872935+00"	"0"	""	"\N"	"100008548"	"2012-02-28 22:56:16.931396+00"	"12155"	"\N"	"\N"	"219"	"f"
"7916"	"Unit 2 Office Hours Questions"	"cs101 admin officehours"	"100005361"	"<p>Ask away!</p>"	"question"	"\N"	"\N"	"2012-02-28 02:25:10.427804+00"	"7"	""	"\N"	"100007336"	"2012-03-07 22:24:42.406792+00"	"10222"	"\N"	"\N"	"1446"	"f"
"35070"	""	"cs101 "	"100007208"	"<p>Canada here</p>"	"answer"	"1335"	"1335"	"2012-03-13 23:08:10.306168+00"	"0"	""	"\N"	"100007208"	"2012-03-13 23:08:10.306168+00"	"45706"	"\N"	"\N"	"0"	"f"
"14408"	"Section 2.6 Wrong Answer"	"cs101 wrong unit2.6"	"100002012"	"<p>I entered the information for the question for unit 2.6 [url,end_quote], and it was marked wrong.  Has anyone else had this problem?</p>"	"question"	"\N"	"\N"	"2012-03-02 02:03:56.498645+00"	"0"	""	"45992"	"100005196"	"2012-03-02 13:05:26.95237+00"	"18566"	"\N"	"\N"	"187"	"f"
"9199"	"Unit 2 question 11"	"cs101 quiz2.11"	"100000710"	"<p>I copy s='Hello'<br>
       t='Dave'<br>
    print sum (s,t)<br>
    and it cannot do this.  Says it is incorrect.  I copied your work, so what is wrong?</p>"	"question"	"\N"	"\N"	"2012-02-28 20:08:25.148296+00"	"0"	""	"132953"	"100006115"	"2012-02-28 20:15:00.578833+00"	"54604"	"\N"	"\N"	"115"	"f"
"22952"	"Need book about algorithms and logic"	"cs101 book algorithms logic"	"100005328"	"<p>What i have found bout this course that it is based on pure logic. Is there any beginner book on logic or algorithms of computer programs. thanks</p>"	"question"	"\N"	"\N"	"2012-03-06 23:52:25.743595+00"	"0"	""	"74588"	"100002318"	"2012-03-07 00:10:39.2535+00"	"30025"	"\N"	"\N"	"415"	"f"
"10184"	"Is Friend quiz"	"cs101 isfriend quiz"	"100000154"	"<p>The solution given to 'Is Friend' quiz in Unit 2 appears to fail if the input is an empty string. In the solution, return name[0] == 'D' seems to error out if the input is empty. The following alternative seems to work:</p>
<p>return name[:1] == 'D'</p>"	"question"	"\N"	"\N"	"2012-02-29 07:48:50.694117+00"	"1"	""	"\N"	"100002213"	"2012-02-29 08:06:02.998168+00"	"13062"	"\N"	"\N"	"72"	"f"
"15580"	"homework 2 question 3"	"cs101 question homework hw2.3"	"100003848"	"<p>thanks very much...sorry didn't realize i couldn't put code... i assumed if it was wrong it was ok! thanks</p>"	"question"	"\N"	"\N"	"2012-03-02 20:11:49.381346+00"	"0"	""	"49848"	"100000461"	"2012-03-02 21:14:12.44591+00"	"20256"	"\N"	"\N"	"329"	"f"
"7384"	"hw1.9 and dot"	"cs101 hw1.9 unit1 homework"	"100003383"	"<p>Hello<br>
I am not native english speaker, and i cannot fully understand task 1.9<br>
Could you guys help me?</p>
<p>My question is:<br>
is it guaranteed that initial x have decimal dot? or x can be pure integer?</p>"	"question"	"\N"	"\N"	"2012-02-27 19:50:06.278808+00"	"0"	""	"37341"	"100008647"	"2012-02-29 23:24:04.562211+00"	"14493"	"\N"	"\N"	"447"	"f"
"16534"	"Homework 1 answer key"	"cs101 homework_answers homework_1"	"100002978"	"<p>I saw somewhere that there were videos for each answer to homework 1.  Can someone please help me find those videos?</p>
<p>Thanks!</p>"	"question"	"\N"	"\N"	"2012-03-03 15:28:34.9215+00"	"0"	"(closed)"	"52738"	"100002978"	"2012-03-03 15:38:37.105672+00"	"21484"	"\N"	"\N"	"396"	"t"
"9548"	"Question about Prof. Evans"	"cs101 offtopic"	"100004009"	"<p>Is Prof. Evans a ghost??? How can his hands be see-thru so words can be seen when he is writing them out?</p>"	"question"	"\N"	"\N"	"2012-02-28 23:04:49.10572+00"	"1"	""	"32777"	"100008647"	"2012-02-28 23:53:52.534295+00"	"12387"	"\N"	"\N"	"309"	"f"
"20527"	"Homework answers"	"cs101 answers homework"	"100001963"	"<p>Where are homework answers posted?</p>"	"question"	"\N"	"\N"	"2012-03-06 01:13:46.817035+00"	"0"	""	"\N"	"100004033"	"2012-03-06 01:16:12.578935+00"	"26976"	"\N"	"\N"	"154"	"f"
"166"	"Homework #1?"	"cs101 homework"	"100000541"	"<p>Where do we find the first homework assignment that we have to do on our own, or is that still to be announced?</p>"	"question"	"\N"	"\N"	"2012-02-21 05:42:06.798182+00"	"11"	""	"\N"	"100000526"	"2012-02-21 22:17:59.407098+00"	"211"	"\N"	"\N"	"1628"	"f"
"7406"	"Who have finished every thing in Unit1?"	"cs101 unit1"	"100000351"	"<p>Do you finished it?</p>
<p>what section was hard for you?</p>
<p>are you interested about what is next?</p>"	"question"	"\N"	"\N"	"2012-02-27 20:10:00.137782+00"	"2"	""	"32114"	"100003879"	"2012-02-28 21:58:10.575628+00"	"12064"	"\N"	"\N"	"742"	"f"
"18935"	"About 'Delhi' (Q3.5)"	"cs101 quiz"	"100003353"	"<h2>Why system accepts this as right answer ?</h2>
<h2>print 'Delhi';</h2>"	"question"	"\N"	"\N"	"2012-03-05 06:46:11.620601+00"	"0"	""	"\N"	"100005632"	"2012-03-05 11:14:19.817637+00"	"24904"	"\N"	"\N"	"93"	"f"
